Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,month,week_of_year,year,quarter,sales_lag_1,sales_lag_4,sales_lag_8,sales_lag_12,rolling_mean_4,rolling_std_4,rolling_mean_8,rolling_std_8,rolling_mean_12,rolling_std_12
5,2011-07-01,327093.89,0,85.81,3.524,215.7474537,6.529,7,26,2011,3,302881.64,329183.92,322904.68,307333.62,310465.38,12515.37167798614,306557.52875,12978.84501503912,308617.8691666667,12094.180315585754
5,2011-07-08,310804.93,0,86.64,3.48,215.8409491,6.529,7,27,2011,3,327093.89,304984.14,290930.01,307913.58,309942.8725,11473.667438279192,307081.18,13791.674609902102,310264.55833333335,13198.265037280005
5,2011-07-15,283248.62,0,88.64,3.575,215.9250696,6.529,7,28,2011,3,310804.93,304811.82,299614.33,328415.44,311398.07,10994.223476041458,309565.545,12160.248387298709,310505.50416666665,13177.820359212004
5,2011-07-22,292539.73,0,86.97,3.651,215.985753,6.529,7,29,2011,3,283248.62,302881.64,297149.69,307291.56,306007.27,18215.275615110997,307519.83125000005,15095.769461245918,306741.6025,14020.675990256455
5,2011-07-29,275142.17,0,89.42,3.682,216.0464364,6.529,7,30,2011,3,292539.73,327093.89,329183.92,322904.68,303421.7925,19495.769561163965,306943.58625,15626.821845352593,305512.2833333333,14602.705008921397
5,2011-08-05,317738.56,0,91.07,3.684,216.1071198,6.529,8,31,2011,3,275142.17,310804.93,304984.14,290930.01,290433.8625,15328.390199227204,300188.3675,16305.199495939147,301532.07416666666,15884.161554824073
5,2011-08-12,289886.16,0,90.16,3.638,216.1678032,6.529,8,32,2011,3,317738.56,283248.62,304811.82,299614.33,292167.27,18470.029295519424,301782.67,17426.138550382093,303766.12,16140.652685755158
5,2011-08-19,303643.84,0,89.35,3.554,216.2311855,6.529,8,33,2011,3,289886.16,292539.73,302881.64,297149.69,293826.65499999997,17683.069654604224,299916.9625,17849.35540289914,302955.43916666665,16605.740652445347
5,2011-08-26,310338.17,0,89.18,3.523,216.2950176,6.529,8,34,2011,3,303643.84,275142.17,327093.89,329183.92,296602.6825,18275.379502437678,300012.2375,17869.463588995408,303496.61833333335,16504.846457424945
5,2011-09-02,315645.53,0,90.38,3.533,216.3588498,6.529,9,35,2011,3,310338.17,317738.56,310804.93,304984.14,305401.6825,11837.636362811158,297917.77249999996,14992.087501093598,301926.13916666666,14628.37226685015
5,2011-09-09,321110.22,1,79.04,3.546,216.4226819,6.529,9,36,2011,3,315645.53,289886.16,283248.62,304811.82,304878.425,11136.001309304093,298522.8475,15668.915747825145,302814.5883333333,15145.597138902102
5,2011-09-16,278529.71,0,83.55,3.526,216.6033083,6.529,9,37,2011,3,321110.22,303643.84,292539.73,302881.64,312684.44,7460.993094163078,303255.5475,16108.135572697733,304172.78833333333,16045.064255247098
5,2011-09-23,291024.98,0,78.01,3.467,216.9396605,6.529,9,38,2011,3,278529.71,310338.17,275142.17,327093.89,306405.9075,19097.403885101354,301504.295,18080.405472033624,302143.4608333334,17679.899520664832
5,2011-09-30,292315.38,0,81.16,3.355,217.2760127,6.529,9,39,2011,3,291024.98,315645.53,317738.56,310804.93,301577.61,20182.44221139855,303489.64625,15453.288535354794,299137.7183333333,16042.699167572593
5,2011-10-07,309111.47,0,71.64,3.285,217.6123648,6.3,10,40,2011,4,292315.38,321110.22,289886.16,283248.62,295745.0725,18016.672626025567,300311.74874999997,14700.19100413105,297596.92250000004,15704.608510223026
5,2011-10-14,286117.72,0,72.36,3.274,217.9237458,6.3,10,41,2011,4,309111.47,278529.71,303643.84,292539.73,292745.385,12557.585378045826,302714.91250000003,14318.868341779438,299752.16,15326.603277766286
5,2011-10-21,306069.18,0,66.9,3.353,218.0852999,6.3,10,42,2011,4,286117.72,291024.98,310338.17,275142.17,294642.38749999995,10008.7445980557,300524.14749999996,15452.314743034454,299216.9925,15708.695926855391
5,2011-10-28,307035.11,0,69.27,3.372,218.2468539,6.3,10,43,2011,4,306069.18,292315.38,315645.53,317738.56,298403.4375,10976.169135819751,299990.52375,15135.448125734798,301794.24333333335,13823.705389918981
5,2011-11-04,353652.23,0,56.71,3.332,218.408408,6.3,11,44,2011,4,307035.11,309111.47,321110.22,289886.16,302083.37,10719.181870213308,298914.22125,14136.336603346577,300902.2891666667,13023.55069726193
5,2011-11-11,311906.7,0,60.71,3.297,218.5699621,6.3,11,45,2011,4,353652.23,286117.72,278529.71,303643.84,313218.56,28627.992633350095,302981.9725,23207.34651998829,306216.12833333336,19512.46714804441
5,2011-11-18,307944.37,0,64.33,3.308,218.793912,6.3,11,46,2011,4,311906.7,306069.18,291024.98,310338.17,319665.805,22801.19486810144,307154.09625,21086.729795873765,306904.7,19559.179392483016
5,2011-11-25,507900.07,1,61.93,3.236,219.0428204,6.3,11,47,2011,4,307944.37,307035.11,292315.38,315645.53,320134.60250000004,22444.956411363226,309269.02,20061.491670207542,306705.2166666667,19533.167964086406
5,2011-12-02,376225.61,0,51.14,3.172,219.2917287,6.3,12,48,2011,4,507900.07,353652.23,309111.47,321110.22,370350.84249999997,94001.62985769643,336217.10625,71887.32992953902,322726.4283333333,61434.57738554872
5,2011-12-09,367433.77,0,44.12,3.158,219.540637,6.3,12,49,2011,4,376225.61,311906.7,286117.72,278529.71,375994.1875,93340.23625123296,344606.37374999997,72187.69564039525,327319.3775,63333.66791626558
5,2011-12-16,379530.3,0,54.42,3.159,219.7596266,6.3,12,50,2011,4,367433.77,307944.37,306069.18,291024.98,389875.955,84325.67803526894,354770.88,68401.20478962832,334728.0491666667,62298.956834631164
5,2011-12-23,458562.24,0,50.33,3.112,219.9387246,6.3,12,51,2011,4,379530.3,507900.07,307035.11,292315.38,407772.4375,66946.67415587642,363953.52,65811.07157570489,342103.4925,61892.33885789347
5,2011-12-30,349624.88,1,45.62,3.129,220.1178226,6.3,12,52,2011,4,458562.24,376225.61,353652.23,309111.47,395437.98,42391.34118447569,382894.41125,68825.5824592163,355957.39749999996,68036.01534232436
5,2012-01-06,312078.71,0,50.21,3.157,220.2969205,5.943,1,1,2012,1,349624.88,367433.77,311906.7,286117.72,388787.7975,48110.64568164957,382390.9925,69084.27018378844,359333.51499999996,66487.64413055034
5,2012-01-13,291454.52,0,48.86,3.261,220.4760185,5.943,1,2,2012,1,312078.71,379530.3,307944.37,306069.18,374949.0325,62198.999540256635,382412.49374999997,69059.22157363096,361496.93083333335,64274.25229127609
5,2012-01-20,287523.98,0,54.65,3.268,220.5694104,5.943,1,3,2012,1,291454.52,458562.24,507900.07,307035.11,352930.0875,74424.80877028462,380351.2625,71791.45863463907,360279.0425,65545.87519968706
5,2012-01-27,295974.22,0,54.63,3.29,220.6628023,5.943,1,4,2012,1,287523.98,349624.88,376225.61,353652.23,310170.5225,28422.069723141085,352804.25125,56512.44892110902,358653.115,67207.64188225903
5,2012-02-03,333948.0,0,57.35,3.36,220.7561941,5.943,2,5,2012,1,295974.22,312078.71,367433.77,311906.7,296757.8575,10781.658675206145,342772.8275,58835.91576578573,353846.6141666667,69617.09823000098
5,2012-02-10,349239.88,1,48.57,3.409,220.849586,5.943,2,6,2012,1,333948.0,291454.52,379530.3,307944.37,302225.18,21428.518442592045,338587.10625,58016.26407968405,355683.38916666666,68694.61905766884
5,2012-02-17,356427.98,0,48.25,3.51,221.0106341,5.943,2,7,2012,1,349239.88,287523.98,458562.24,507900.07,316671.52,29648.6770340357,334800.80374999996,55912.75865832955,359124.68166666664,67101.58682096019
5,2012-02-24,312220.47,0,57.75,3.555,221.2224243,5.943,2,8,2012,1,356427.98,295974.22,349624.88,376225.61,333897.52,26964.104962498066,322034.02125,28612.114897015566,346502.0075,48138.08328088397
5,2012-03-02,359206.21,0,60.66,3.63,221.4342146,5.943,3,9,2012,1,312220.47,333948.0,312078.71,367433.77,337959.0825,19552.676912490813,317358.47000000003,26432.49055289795,341168.2458333333,48091.17173482703
5,2012-03-09,347295.6,0,57.69,3.669,221.6460048,5.943,3,10,2012,1,359206.21,349239.88,291454.52,379530.3,344273.635,21777.50272193182,323249.40750000003,30086.70379852617,340482.6158333333,47740.03286425375
5,2012-03-16,339392.54,0,63.55,3.734,221.7989713,5.943,3,11,2012,1,347295.6,356427.98,287523.98,458562.24,343787.56499999994,21651.039245979537,330229.5425,28066.234018542153,337796.3908333333,46226.048908054545
5,2012-03-23,321299.99,0,64.44,3.787,221.8735063,5.943,3,12,2012,1,339392.54,312220.47,295974.22,349624.88,339528.70499999996,19943.980718275172,336713.1125,22161.409377142496,327865.5825,26526.19544307078
5,2012-03-30,331318.73,0,67.76,3.845,221.9480412,5.943,3,13,2012,1,321299.99,359206.21,333948.0,312078.71,341798.58499999996,15908.32100454787,339878.83375,16628.84376137172,325505.175,25660.034694785936
5,2012-04-06,402985.7,0,70.4,3.891,222.0225762,5.801,4,14,2012,2,331318.73,347295.6,349239.88,291454.52,334826.71499999997,11129.511804865864,339550.175,16788.02961521694,327108.50999999995,25343.979826289153
5,2012-04-13,351832.03,0,70.56,3.891,222.0971111,5.801,4,15,2012,2,402985.7,339392.54,356427.98,287523.98,348749.24,36907.2054059393,346268.40249999997,28137.3274485641,336402.77499999997,30917.82519765754
5,2012-04-20,330063.06,0,67.33,3.877,222.1512315,5.801,4,16,2012,2,351832.03,321299.99,312220.47,295974.22,351859.1125,36376.2558273832,345693.90875,27946.53304095416,341761.7791666666,27000.554313812732
5,2012-04-27,324839.74,0,68.96,3.814,222.2053519,5.801,4,17,2012,2,330063.06,331318.73,359206.21,333948.0,354049.88,34116.0082254369,347924.2325,25498.231147952065,344602.5158333333,23282.55551377469
5,2012-05-04,360932.69,0,77.1,3.749,222.2594722,5.801,5,18,2012,2,324839.74,402985.7,347295.6,349239.88,352430.1325,35673.23376779988,343628.42374999996,26210.950647338206,343843.4941666667,23804.0992231518
5,2012-05-11,333870.52,0,73.45,3.688,222.3135926,5.801,5,19,2012,2,360932.69,351832.03,339392.54,356427.98,341916.88,17243.86836564338,345333.06000000006,26917.4417902066,344817.89499999996,24279.64483872711
5,2012-05-18,336189.66,0,70.45,3.63,222.330443,5.801,5,20,2012,2,333870.52,330063.06,321299.99,312220.47,337426.5025,16102.098600202577,344642.8075,27161.23594120149,342938.10666666663,24172.03565352442
5,2012-05-25,341994.48,0,78.23,3.561,222.3323853,5.801,5,21,2012,2,336189.66,324839.74,331318.73,359206.21,338958.15249999997,15446.233899357183,346504.01625,25809.70181569342,344935.5391666667,22322.5362580481
5,2012-06-01,359867.8,0,79.72,3.501,222.3343277,5.801,6,22,2012,2,341994.48,360932.69,402985.7,347295.6,343246.83749999997,12275.678692319427,347838.485,25180.72249798248,343501.22833333333,21870.616832760505
5,2012-06-08,341704.59,0,81.02,3.452,222.33627,5.801,6,23,2012,2,359867.8,333870.52,351832.03,339392.54,342980.615,11765.208316158538,342448.74749999994,13677.804926255054,344548.9116666667,22364.45722055763
5,2012-06-15,327383.64,0,81.64,3.393,222.3492901,5.801,6,24,2012,2,341704.59,336189.66,330063.06,321299.99,344939.1325,10304.556045235744,341182.8175,13143.513245245831,344741.58249999996,22325.92245238731
5,2012-06-22,325041.68,0,80.57,3.346,222.3900046,5.801,6,25,2012,2,327383.64,341994.48,324839.74,331318.73,342737.6275,13301.718895157766,340847.89,13496.742804794125,345248.55333333334,21808.298300995342
5,2012-06-29,329658.1,0,87.08,3.286,222.4307191,5.801,6,26,2012,2,325041.68,359867.8,360932.69,402985.7,338499.4275,16036.95845490815,340873.1325,13462.67207101856,344725.4658333334,22243.722154304356
5,2012-07-06,341214.43,0,82.35,3.227,222.4714336,5.603,7,27,2012,3,329658.1,341704.59,333870.52,351832.03,330947.0025,7415.239816177587,336963.80875,11147.282721199064,338614.8325,12888.710631769096
5,2012-07-13,316203.64,0,80.78,3.256,222.5121481,5.603,7,28,2012,3,341214.43,327383.64,336189.66,330063.06,330824.46249999997,7178.478460775978,337881.79750000004,11158.53999297285,337730.0325,12247.361957774912
5,2012-07-20,321205.12,0,81.05,3.311,222.5209358,5.603,7,29,2012,3,316203.64,325041.68,341994.48,324839.74,328029.4625,10412.696578943853,335383.545,13568.556941217279,336575.08083333337,13613.405060295809
5,2012-07-27,306827.36,0,85.06,3.407,222.5297234,5.603,7,30,2012,3,321205.12,329658.1,359867.8,360932.69,327070.3225,10942.847866179347,332784.875,14101.867910846384,336272.19583333336,13934.878967923907
5,2012-08-03,324195.17,0,86.91,3.417,222.5385111,5.603,8,31,2012,3,306827.36,341214.43,341704.59,333870.52,321362.6375,14514.452847845412,326154.82,11836.296923449545,331763.41833333333,13983.428050671377
5,2012-08-10,306759.7,0,86.96,3.494,222.5472987,5.603,8,32,2012,3,324195.17,316203.64,327383.64,336189.66,317107.8225,7605.344537024435,323966.14249999996,10031.435458441067,330957.13916666666,14129.068465714976
5,2012-08-17,314014.18,0,87.52,3.571,222.6276753,5.603,8,33,2012,3,306759.7,321205.12,325041.68,341994.48,314746.83749999997,9264.500151677896,321388.14999999997,11561.153508940752,328504.6425,15614.376365011869
5,2012-08-24,320831.36,0,79.45,3.62,222.7617437,5.603,8,34,2012,3,314014.18,306827.36,329658.1,359867.8,312949.10250000004,8233.930993616237,320009.7125,11719.631428686936,326172.9508333333,15505.578460369334
5,2012-08-31,344642.01,0,84.25,3.638,222.8958121,5.603,8,35,2012,3,320831.36,324195.17,341214.43,341704.59,316450.1025,7724.832401265735,318906.37,11079.537971643096,322919.9141666666,11325.174527684378
5,2012-09-07,350648.91,1,86.3,3.73,223.0298805,5.603,9,36,2012,3,344642.01,306759.7,316203.64,327383.64,321561.8125,16424.55852573196,319334.8175,12085.990820659734,323164.69916666666,11790.295407595402
5,2012-09-14,299800.67,0,76.65,3.717,223.1734167,5.603,9,37,2012,3,350648.91,314014.18,321205.12,325041.68,332534.115,17838.996479637055,323640.47625,16234.692822162113,325103.4716666667,14211.384813454255
5,2012-09-21,307306.76,0,71.09,3.721,223.3737593,5.603,9,38,2012,3,299800.67,320831.36,306827.36,329658.1,328980.7375,23328.62225346975,320964.92,18322.87153574411,323000.05416666664,15979.343521894472
5,2012-09-28,310141.68,0,78.33,3.666,223.5741019,5.603,9,39,2012,3,307306.76,344642.01,324195.17,341214.43,325599.5875,25757.161427961604,321024.84500000003,18270.739108494403,321137.44249999995,16429.053129720538
5,2012-10-05,343048.29,0,71.17,3.617,223.7744444,5.422,10,40,2012,4,310141.68,350648.91,306759.7,316203.64,316974.505,22869.622876652775,319268.15874999994,18595.09958548541,318548.0466666667,15393.072144879347
5,2012-10-12,325345.41,0,66.24,3.601,223.974787,5.422,10,41,2012,4,343048.29,299800.67,314014.18,321205.12,315074.35,19152.835365266776,323804.2325,19511.423326575674,320785.10083333333,16898.4295001062
5,2012-10-19,313358.15,0,69.17,3.594,224.0192873,5.422,10,42,2012,4,325345.41,307306.76,320831.36,306827.36,321460.535,16427.306991220452,325220.63625,19106.281633728515,321130.12499999994,16949.97350161205
5,2012-10-26,319550.77,0,71.7,3.506,224.0378139,5.422,10,43,2012,4,313358.15,310141.68,344642.01,324195.17,322973.3825,14896.685432851496,324286.485,19529.544324437255,321674.3575,16549.094617766234
6,2010-02-05,1652635.1,0,40.43,2.572,212.6223518,7.259,2,5,2010,1,,,,,,,,,,
6,2010-02-12,1606283.86,1,40.57,2.548,212.7700425,7.259,2,6,2010,1,1652635.1,,,,,,,,,
6,2010-02-19,1567138.07,0,43.58,2.514,212.8161546,7.259,2,7,2010,1,1606283.86,,,,,,,,,
6,2010-02-26,1432953.21,0,47.1,2.561,212.845337,7.259,2,8,2010,1,1567138.07,,,,,,,,,
6,2010-03-05,1601348.82,0,49.63,2.625,212.8745193,7.259,3,9,2010,1,1432953.21,1652635.1,,,1564752.56,94560.29652188471,,,,
6,2010-03-12,1558621.36,0,58.82,2.667,212.9037017,7.259,3,10,2010,1,1601348.82,1606283.86,,,1551930.99,81206.1652318685,,,,
6,2010-03-19,1693058.91,0,56.55,2.72,212.7351935,7.259,3,11,2010,1,1558621.36,1567138.07,,,1540015.365,73724.53664810647,,,,
6,2010-03-26,1472033.38,0,53.74,2.732,212.533737,7.259,3,12,2010,1,1693058.91,1432953.21,,,1571495.5750000002,108056.45586915482,,,,
6,2010-04-02,1770333.9,0,64.94,2.719,212.3322805,7.092,4,13,2010,2,1472033.38,1601348.82,1652635.1,,1581265.6175000002,91915.75740431283,1573009.08875,86780.37183320374,,
6,2010-04-09,1667181.82,0,66.15,2.77,212.1308239,7.092,4,14,2010,2,1770333.9,1558621.36,1606283.86,,1623511.8875,133603.90524084985,1587721.43875,109270.95031267524,,
6,2010-04-16,1519846.36,0,65.68,2.808,211.9942765,7.092,4,15,2010,2,1667181.82,1693058.91,1567138.07,,1650652.0025,126885.70915498665,1595333.6837499999,112812.61491635356,,
6,2010-04-23,1540435.99,0,64.11,2.795,211.9442745,7.092,4,16,2010,2,1519846.36,1472033.38,1432953.21,,1607348.8649999998,136761.43827853407,1589422.22,115703.18107289892,,
6,2010-04-30,1498080.16,0,68.91,2.78,211.8942725,7.092,4,17,2010,2,1540435.99,1770333.9,1601348.82,1652635.1,1624449.5175,117058.95394531955,1602857.5675,100131.06690189496,1590155.8983333334,95765.12011554364
6,2010-05-07,1619920.04,0,73.68,2.835,211.8442706,7.092,5,18,2010,2,1498080.16,1667181.82,1558621.36,1606283.86,1556386.0825,75861.34900346491,1589948.9849999999,106788.56994648739,1577276.32,96983.70483107904
6,2010-05-14,1524059.4,0,74.95,2.854,211.8421769,7.092,5,19,2010,2,1619920.04,1519846.36,1693058.91,1567138.07,1544570.6375,53126.5224507409,1597611.32,106418.14005339306,1578412.6683333332,97433.3259481726
6,2010-05-21,1531938.44,0,74.8,2.826,212.1275324,7.092,5,20,2010,2,1524059.4,1540435.99,1472033.38,1432953.21,1545623.8975,52511.15977422085,1576486.38125,101420.82198748112,1574822.7791666668,98672.2290389851
6,2010-05-28,1644470.66,0,78.89,2.759,212.412888,7.092,5,21,2010,2,1531938.44,1498080.16,1770333.9,1601348.82,1543499.51,52960.963536855335,1583974.51375,94588.42763791718,1583071.548333333,89439.60999456959
6,2010-06-04,1857380.09,0,79.44,2.705,212.6982436,7.092,6,22,2010,2,1644470.66,1619920.04,1667181.82,1558621.36,1580097.135,61071.82146618879,1568241.6087500001,65003.91523462011,1586665.035,91091.72035650475
6,2010-06-11,1685652.35,0,81.81,2.668,212.9835992,7.092,6,23,2010,2,1857380.09,1524059.4,1519846.36,1693058.91,1639462.1475,155340.9762060942,1592016.3925,118844.75838510299,1611561.5958333332,119215.94047350188
6,2010-06-18,1677248.24,0,83.89,2.637,212.9813843,7.092,6,24,2010,2,1685652.35,1531938.44,1540435.99,1472033.38,1679860.3849999998,135006.32944422011,1612742.1412499999,118918.4965939754,1610944.3825,118774.0028571511
6,2010-06-25,1640681.88,0,84.2,2.653,212.8641412,7.092,6,25,2010,2,1677248.24,1644470.66,1498080.16,1770333.9,1716187.835,95790.24648489729,1629843.6725,116854.25606516232,1628045.6208333333,111506.38301144239
6,2010-07-02,1759777.25,0,80.34,2.669,212.746898,6.973,7,26,2010,3,1640681.88,1857380.09,1619920.04,1667181.82,1715240.64,96749.71369797677,1647668.8875000002,104059.29444373971,1617241.2858333334,102373.34737271872
6,2010-07-09,1690317.99,0,80.93,2.642,212.6296549,6.973,7,27,2010,3,1759777.25,1685652.35,1524059.4,1519846.36,1690839.93,49932.71837147264,1665151.0387499998,110292.88205703661,1624957.5716666665,109706.74798942923
6,2010-07-16,1560120.8,0,83.75,2.623,212.6212163,6.973,7,28,2010,3,1690317.99,1677248.24,1531938.44,1540435.99,1692006.3399999999,49825.52384019398,1685933.3624999998,94432.836218274,1639163.5408333335,105827.12268157802
6,2010-07-23,1585240.92,0,83.9,2.608,212.7578505,6.973,7,29,2010,3,1560120.8,1640681.88,1644470.66,1498080.16,1662724.48,84051.63754718898,1689456.1575,88186.49713916404,1640803.9416666667,104299.1821862161
6,2010-07-30,1532308.78,0,81.37,2.64,212.8944846,6.973,7,30,2010,3,1585240.92,1759777.25,1857380.09,1619920.04,1648864.24,92993.60939902472,1682052.44,94745.22861942618,1648067.3383333331,96174.84163642058
6,2010-08-06,1633241.59,0,86.61,2.627,213.0311188,6.973,8,31,2010,3,1532308.78,1690317.99,1685652.35,1524059.4,1591997.1225,69020.37724394818,1641418.5262499999,76821.74887878599,1640766.4000000001,101674.04729154514
6,2010-08-13,1547654.98,0,86.83,2.692,213.1677529,6.973,8,32,2010,3,1633241.59,1560120.8,1677248.24,1531938.44,1577728.0225,42860.711142243956,1634867.18125,74716.54804085083,1649864.9158333333,94943.25283661902
6,2010-08-20,1539930.5,0,87.36,2.664,213.1291427,6.973,8,33,2010,3,1547654.98,1585240.92,1640681.88,1644470.66,1574611.5675000001,44969.04903312496,1618668.02375,78183.34690640168,1651174.6275000002,93262.12667723482
6,2010-08-27,1450766.12,0,85.71,2.619,213.0905324,6.973,8,34,2010,3,1539930.5,1532308.78,1759777.25,1857380.09,1563283.9625000001,47057.34402852495,1606074.1012499998,82144.9788415979,1642462.9475,98671.01411803362
6,2010-09-03,1510925.32,0,82.15,2.577,213.0519222,6.973,9,35,2010,3,1450766.12,1633241.59,1690317.99,1685652.35,1542898.2975,74569.16807241044,1567447.71,71508.74985273682,1608578.4500000002,87321.78983567473
6,2010-09-10,1424225.44,1,78.78,2.565,213.013312,6.973,9,36,2010,3,1510925.32,1547654.98,1560120.8,1677248.24,1512319.23,43976.2276494567,1545023.6262500002,53277.531777781674,1594017.8641666665,87867.49559371776
6,2010-09-17,1308537.75,0,81.78,2.582,213.0398643,6.973,9,37,2010,3,1424225.44,1539930.5,1585240.92,1640681.88,1481461.845,53244.44749511097,1528036.70625,67533.3793485958,1572932.6308333334,96056.22958711346
6,2010-09-24,1275591.84,0,76.49,2.624,213.1152886,6.973,9,38,2010,3,1308537.75,1450766.12,1532308.78,1759777.25,1423613.6575,84859.53372701186,1493448.81,98024.91700129016,1545253.9533333334,119702.7278711927
6,2010-10-01,1328468.89,0,70.69,2.603,213.1907129,7.007,10,39,2010,4,1275591.84,1510925.32,1633241.59,1690317.99,1379820.0875,108174.42170850257,1461359.1925000001,122460.37503184442,1504905.1691666667,122391.80439280014
6,2010-10-08,1360317.9,0,65.21,2.633,213.2661373,7.007,10,40,2010,4,1328468.89,1424225.44,1547654.98,1560120.8,1334205.98,63851.1101955819,1423262.605,107889.677955648,1474751.0775,117015.11446805188
6,2010-10-15,1344580.92,0,68.93,2.72,213.3337977,7.007,10,41,2010,4,1360317.9,1308537.75,1539930.5,1585240.92,1318229.095,35534.858893799654,1399845.47,96793.56051643835,1458100.8358333334,117974.61328453956
6,2010-10-22,1332716.53,0,70.97,2.725,213.3820486,7.007,10,42,2010,4,1344580.92,1275591.84,1450766.12,1532308.78,1327239.8875,36805.33284193218,1375426.7725,79501.23634076994,1438045.8358333334,114809.65954170476
6,2010-10-29,1385323.7,0,70.39,2.716,213.4302994,7.007,10,43,2010,4,1332716.53,1328468.89,1510925.32,1633241.59,1341521.06,14266.076632206128,1360670.57375,74305.65290768788,1421413.1483333334,114368.95703563018
6,2010-11-05,1505442.15,0,59.9,2.689,213.4785503,7.007,11,44,2010,4,1385323.7,1360317.9,1424225.44,1547654.98,1355734.7625,22735.857154538568,1344970.3712499999,45839.20245688614,1400753.3241666667,93025.93051720064
6,2010-11-12,1495536.46,0,62.11,2.728,213.5268011,7.007,11,45,2010,4,1505442.15,1344580.92,1308537.75,1539930.5,1392015.825,78902.45526359472,1355122.46,69027.87633361502,1397235.5883333331,87606.15452517178
6,2010-11-19,1518841.45,0,52.99,2.771,213.4107412,7.007,11,46,2010,4,1495536.46,1332716.53,1275591.84,1450766.12,1429754.71,84550.47848108716,1378497.2987499998,81528.98299326144,1393536.085,81775.86278329747
6,2010-11-26,2267452.4,1,65.79,2.735,213.2672961,7.007,11,47,2010,4,1518841.45,1385323.7,1328468.89,1510925.32,1476285.94,61388.83622452974,1408903.5,83014.17798811573,1399209.0291666668,88214.70662740173
6,2010-12-03,1677067.24,0,52.3,2.708,213.123851,7.007,12,48,2010,4,2267452.4,1505442.15,1360317.9,1424225.44,1696818.115,380542.7024313215,1526276.4387499997,309068.8109763075,1462252.9525,266163.2727287218
6,2010-12-10,1834737.58,0,48.46,2.843,212.9804059,7.007,12,49,2010,4,1677067.24,1495536.46,1344580.92,1308537.75,1739724.3875,360943.11154963996,1565870.10625,305033.73830656236,1483323.1025,272804.19834833045
6,2010-12-17,2090268.95,0,52.24,2.869,212.918049,7.007,12,50,2010,4,1834737.58,1518841.45,1332716.53,1275591.84,1824524.6675,322218.9742940824,1627139.68875,303458.208727485,1527173.0883333331,284207.31828883983
6,2010-12-24,2727575.18,0,55.07,2.886,212.9165082,7.007,12,51,2010,4,2090268.95,2267452.4,1385323.7,1328468.89,1967381.5425,262691.6122671968,1721833.74125,316380.46686484315,1595062.8475000001,314351.77018096123
6,2010-12-31,1464050.02,1,49.14,2.943,212.9149674,7.007,12,52,2010,4,2727575.18,1677067.24,1505442.15,1360317.9,2082412.2375,462581.2553028146,1889615.17625,443000.8308613418,1711655.0383333333,440596.12170787447
6,2011-01-07,1350441.68,0,47.78,2.976,212.9134266,6.858,1,1,2011,1,1464050.02,1834737.58,1495536.46,1344580.92,2029157.9325,531873.241258884,1884441.16,448338.3253063689,1720299.3816666668,434045.256477399
6,2011-01-14,1306194.55,0,38.37,2.983,212.9655882,6.858,1,2,2011,1,1350441.68,2090268.95,1518841.45,1332716.53,1908083.9575,635842.8219179929,1866304.3125,468786.85297111183,1720787.7783333333,433587.1125690028
6,2011-01-21,1261253.18,0,46.2,3.016,213.3399647,6.858,1,3,2011,1,1306194.55,2727575.18,2267452.4,1385323.7,1712065.3575000002,680263.3322810964,1839723.45,496511.8272006755,1718577.6133333333,435807.01100895077
6,2011-01-28,1287034.7,0,44.98,3.01,213.7143412,6.858,1,4,2011,1,1261253.18,1464050.02,1677067.24,1505442.15,1345484.8575,87026.76141251324,1713948.5474999999,500112.7232457235,1708238.4033333333,445789.3851157535
6,2011-02-04,1514999.17,0,40.59,2.989,214.0887176,6.858,2,5,2011,1,1287034.7,1350441.68,1834737.58,1495536.46,1301231.0274999999,37621.30992003963,1665194.48,522722.08967341133,1690037.7825,459082.1893984632
6,2011-02-11,1486920.17,1,39.38,3.022,214.4630941,6.858,2,6,2011,1,1514999.17,1306194.55,2090268.95,1518841.45,1342370.4,116549.59949873813,1625227.17875,520124.0742447198,1691659.675,458366.38856626156
6,2011-02-18,1572117.54,0,59.61,3.045,214.7775231,6.858,2,7,2011,1,1486920.17,1261253.18,2727575.18,2267452.4,1387551.805,131873.59336713742,1549808.5812499998,485660.76183948916,1688999.5683333334,459551.6015981632
6,2011-02-25,1422600.43,0,62.86,3.065,215.0679731,6.858,2,8,2011,1,1572117.54,1287034.7,1464050.02,1677067.24,1465267.895,123997.23002595792,1405376.37625,118045.30783539232,1631054.9966666668,422312.6017216862
6,2011-03-04,1502617.99,0,60.45,3.288,215.3584231,6.858,3,9,2011,1,1422600.43,1514999.17,1350441.68,1834737.58,1499159.3275,62141.94274492633,1400195.1775,115993.95052357131,1609849.4291666665,426163.36347099155
6,2011-03-11,1494497.39,0,57.71,3.459,215.6488731,6.858,3,10,2011,1,1502617.99,1486920.17,1306194.55,2090268.95,1496064.0325,61393.81476896265,1419217.21625,119105.2921024848,1582172.7966666669,420983.61934619385
6,2011-03-18,1685375.47,0,65.07,3.488,215.9035078,6.858,3,11,2011,1,1494497.39,1572117.54,1261253.18,2727575.18,1497958.3375,61133.98415837381,1442755.07125,111971.44455956452,1532525.1666666667,389573.8832088518
